30	33
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
7	10	11	11	11	11	11	11	11	11	11	11	11	11	25	26	11	11	11	11	11	11	11	11	11	11	11	11	9	7
7	12	15	16	16	16	16	16	16	16	16	16	16	16	29	36	16	16	16	16	16	16	16	16	16	16	16	15	3	7
7	12	16	34	35	35	33	16	34	35	35	35	33	16	29	36	16	34	35	35	35	33	16	34	35	35	33	16	3	7
7	12	16	36	7	7	29	16	36	7	7	7	29	16	29	36	16	36	7	7	7	29	16	36	7	7	29	16	3	7
7	12	16	28	30	30	27	16	28	30	30	30	27	16	37	38	16	28	30	30	30	27	16	28	30	30	27	16	3	7
7	12	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	3	7
7	12	16	34	35	35	33	16	34	33	16	34	35	35	35	35	35	35	33	16	34	33	16	34	35	35	33	16	3	7
7	12	16	28	30	30	27	16	36	29	16	28	30	30	32	31	30	30	27	16	36	29	16	28	30	30	27	16	3	7
7	12	16	16	16	16	16	16	36	29	16	16	16	16	36	29	16	16	16	16	36	29	16	16	16	16	16	16	3	7
7	12	16	34	35	35	33	16	36	37	35	35	33	7	36	29	7	34	35	35	38	29	16	31	4	4	4	4	1	7
7	12	16	36	7	7	29	16	36	31	30	30	27	7	28	27	7	28	30	30	32	29	16	3	7	7	7	7	7	7
7	12	16	36	7	7	29	16	36	29	7	7	7	7	7	7	7	7	7	7	36	29	16	3	7	7	7	7	7	7
7	12	16	36	7	7	29	16	36	29	7	5	4	21	8	8	22	4	6	7	36	29	16	3	7	7	7	7	7	7
7	12	16	28	30	30	27	16	28	27	7	3	7	7	7	7	7	7	12	7	28	27	16	3	7	7	7	7	7	7
7	12	16	16	16	16	16	16	7	7	7	3	7	7	7	7	7	7	12	7	7	7	16	3	7	7	7	7	7	7
7	12	16	34	35	35	33	16	34	33	7	3	7	7	7	7	7	7	12	7	34	33	16	3	7	7	7	7	7	7
7	12	16	36	7	7	29	16	36	29	7	13	11	11	11	11	11	11	14	7	36	29	16	3	7	7	7	7	7	7
7	12	16	36	7	7	29	16	36	29	7	7	7	7	7	7	7	7	7	7	36	29	16	3	7	7	7	7	7	7
7	12	16	36	7	7	29	16	36	29	7	34	35	35	35	35	35	35	33	7	36	29	16	3	7	7	7	7	7	7
7	12	16	28	30	30	27	16	28	27	7	28	30	30	32	31	30	30	27	7	28	27	16	37	11	11	11	11	9	7
7	12	16	16	16	16	16	16	16	16	16	16	16	16	36	29	16	16	16	16	16	16	16	16	16	16	16	16	3	7
7	12	16	34	35	35	33	16	34	35	35	35	33	16	36	29	16	34	35	35	35	33	16	34	35	35	33	16	3	7
7	12	16	28	30 	32	29	16	28	30	30	30	27	16	28	27	16	28	30	30	30	27	16	36	31	30	27	16	3	7
7	12	16	16	16	36	29	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	36	29	16	16	16	3	7
7	18	30	32	16	36	29	16	34	33	16	34	35	35	35	35	35	35	33	16	34	33	16	36	29	16	31	30	17	7
7	24	35	38	16	28	27	16	36	29	16	28	30	30	32	31	30	30	27	16	36	29	16	28	27	16	37	35	23	7
7	12	16	16	16	16	16	16	36	29	16	16	16	16	36	29	16	16	16	16	36	29	16	16	16	16	16	16	3	7
7	12	16	34	35	35	35	35	38	37	35	35	33	16	36	29	16	34	35	35	38	37	35	35	35	35	33	16	3	7
7	12	16	28	30	30	30	30	30	30	30	30	27	16	28	27	16	28	30	30	30	30	30	30	30	30	27	16	3	7
7	12	15	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	15	3	7
7	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	7
7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
END
